utc_timestamp,Electricity_load,Residential_electricity_price,Temperature,Relative Humidity
2019-09-30 23:00:00,0.08080000000000001,0.079549016,10.4,95.54
2019-09-30 23:15:00,0.0576,0.053252948,10.6,95.74
2019-09-30 23:30:00,0.0704,0.042305301,6.375,95.485
2019-09-30 23:45:00,0.0616,0.060530057,2.15,95.23
2019-10-01 00:00:00,0.0512,0.063516913,2.4,95.48
2019-10-01 00:15:00,0.08080000000000001,0.081626811,2.6,95.68
2019-10-01 00:30:00,0.0888,0.087329928,2.525,94.98
2019-10-01 00:45:00,0.07680000000000001,0.075791839,2.45,94.28
2019-10-01 01:00:00,0.0816,0.082805173,2.7,94.53
2019-10-01 01:15:00,0.0456,0.044487202,2.9,94.73
2019-10-01 01:30:00,0.0424,0.052115759,2.875,94.295
2019-10-01 01:45:00,0.0688,0.046221039,2.85,93.86
2019-10-01 02:00:00,0.052000000000000005,0.067361234,3.1,94.11
2019-10-01 02:15:00,0.0512,0.055082114,3.3,94.31
2019-10-01 02:30:00,0.0592,0.045809335,3.325,93.63
2019-10-01 02:45:00,0.08560000000000001,0.061552237,3.35,92.95
2019-10-01 03:00:00,0.09280000000000001,0.045085208,3.6,93.2
2019-10-01 03:15:00,0.0488,0.064390872,3.8,93.4
2019-10-01 03:30:00,0.0656,0.066343956,3.825,92.485
2019-10-01 03:45:00,0.0752,0.061570165,3.85,91.57
2019-10-01 04:00:00,0.0888,0.0682934,4.1,91.82
2019-10-01 04:15:00,0.0632,0.073269239,4.3,92.02
2019-10-01 04:30:00,0.06720000000000001,0.051614225,4.275,91.025
2019-10-01 04:45:00,0.1008,0.051620653,4.25,90.03
2019-10-01 05:00:00,0.10880000000000001,0.068778144,4.5,90.28
2019-10-01 05:15:00,0.09040000000000001,0.073137065,4.7,90.48
2019-10-01 05:30:00,0.1048,0.07847437,4.625,89.63
2019-10-01 05:45:00,0.07600000000000001,0.028160221,4.55,88.78
2019-10-01 06:00:00,0.11599999999999999,0.08181726,4.8,89.03
2019-10-01 06:15:00,0.0832,0.056951905,5.0,89.23
2019-10-01 06:30:00,0.07440000000000001,0.067594645,4.875,88.535
2019-10-01 06:45:00,0.10640000000000001,0.047954279,4.75,87.84
2019-10-01 07:00:00,0.096,0.048875032,5.0,88.09
2019-10-01 07:15:00,0.1024,0.046970054,5.2,88.29
2019-10-01 07:30:00,0.0944,0.081585133,5.075,87.2
2019-10-01 07:45:00,0.08560000000000001,0.050015676,4.95,86.11
2019-10-01 08:00:00,0.0832,0.029318153,5.2,86.36
2019-10-01 08:15:00,0.0952,0.075335466,5.4,86.56
2019-10-01 08:30:00,0.0984,0.050015507,5.325,85.0
2019-10-01 08:45:00,0.0848,0.064914409,5.25,83.44
2019-10-01 09:00:00,0.0704,0.053072152,5.5,83.69
2019-10-01 09:15:00,0.11359999999999999,0.052679937,5.7,83.89
2019-10-01 09:30:00,0.0728,0.055985919,5.725,81.76
2019-10-01 09:45:00,0.096,0.071166554,5.75,79.63
2019-10-01 10:00:00,0.0712,0.056513412,6.0,79.88
2019-10-01 10:15:00,0.08800000000000001,0.064717995,6.2,80.08
2019-10-01 10:30:00,0.0792,0.061226309,6.275,77.565
2019-10-01 10:45:00,0.0984,0.072916158,6.35,75.05
2019-10-01 11:00:00,0.11200000000000002,0.072004403,6.6,75.3
2019-10-01 11:15:00,0.068,0.052149816,6.8,75.5
2019-10-01 11:30:00,0.0736,0.042470019,6.775,72.55
2019-10-01 11:45:00,0.07440000000000001,0.046863299,6.75,69.6
2019-10-01 12:00:00,0.0832,0.047951257,7.0,69.85
2019-10-01 12:15:00,0.0864,0.061129716,7.2,70.05
2019-10-01 12:30:00,0.1008,0.07823026,7.125,68.29
2019-10-01 12:45:00,0.0688,0.07850873,7.05,66.53
2019-10-01 13:00:00,0.084,0.067073973,7.3,66.78
2019-10-01 13:15:00,0.0912,0.065964773,7.5,66.98
2019-10-01 13:30:00,0.1008,0.075929666,7.375,66.75
2019-10-01 13:45:00,0.072,0.065886317,7.25,66.52
2019-10-01 14:00:00,0.09200000000000001,0.055944132,7.5,66.77
2019-10-01 14:15:00,0.0752,0.068349741,7.7,66.97
2019-10-01 14:30:00,0.10400000000000001,0.071086255,7.125,67.495
2019-10-01 14:45:00,0.0872,0.049898192,6.55,68.02
2019-10-01 15:00:00,0.07600000000000001,0.067269911,6.8,68.27
2019-10-01 15:15:00,0.072,0.056789066,7.0,68.47
2019-10-01 15:30:00,0.07600000000000001,0.082754967,6.275,70.175
2019-10-01 15:45:00,0.0816,0.061522073,5.55,71.88
2019-10-01 16:00:00,0.07440000000000001,0.052754637,5.8,72.13
2019-10-01 16:15:00,0.07840000000000001,0.055988973,6.0,72.33
2019-10-01 16:30:00,0.0728,0.047043301,5.525,75.58
2019-10-01 16:45:00,0.0872,0.070023981,5.05,78.83
2019-10-01 17:00:00,0.0872,0.056512435,5.3,79.08
2019-10-01 17:15:00,0.1152,0.086993425,5.5,79.28
2019-10-01 17:30:00,0.0816,0.064859516,5.125,81.575
2019-10-01 17:45:00,0.096,0.088612861,4.75,83.87
2019-10-01 18:00:00,0.0752,0.059354139,5.0,84.12
2019-10-01 18:15:00,0.064,0.085040657,5.2,84.32
2019-10-01 18:30:00,0.08800000000000001,0.080145495,4.925,85.165
2019-10-01 18:45:00,0.0824,0.094324008,4.65,86.01
2019-10-01 19:00:00,0.0736,0.099119489,4.9,86.26
2019-10-01 19:15:00,0.062400000000000004,0.089654536,5.1,86.46
2019-10-01 19:30:00,0.0944,0.08783988,4.825,86.965
2019-10-01 19:45:00,0.0736,0.090888928,4.55,87.47
2019-10-01 20:00:00,0.0984,0.075433906,4.8,87.72
2019-10-01 20:15:00,0.0584,0.093282553,5.0,87.92
2019-10-01 20:30:00,0.0688,0.09129926,4.725,87.935
2019-10-01 20:45:00,0.0872,0.059242708,4.45,87.95
2019-10-01 21:00:00,0.06,0.087126932,4.7,88.2
2019-10-01 21:15:00,0.052000000000000005,0.064819634,4.9,88.4
2019-10-01 21:30:00,0.052000000000000005,0.077781215,4.625,87.93
2019-10-01 21:45:00,0.048,0.073780894,4.35,87.46
2019-10-01 22:00:00,0.084,0.085267363,4.6,87.71
2019-10-01 22:15:00,0.0776,0.070666528,4.8,87.91
2019-10-01 22:30:00,0.08960000000000001,0.056498442,4.625,87.99
2019-10-01 22:45:00,0.068,0.065853906,4.45,88.07
2019-10-01 23:00:00,0.0632,0.074587592,4.7,88.32
2019-10-01 23:15:00,0.06720000000000001,0.086361028,4.9,88.52
2019-10-01 23:30:00,0.0888,0.074159309,4.275,89.11
2019-10-01 23:45:00,0.064,0.066015459,3.65,89.7
2019-10-02 00:00:00,0.06720000000000001,0.101923495,3.9,89.95
2019-10-02 00:15:00,0.0792,0.049551907,4.1,90.15
2019-10-02 00:30:00,0.0664,0.073048925,3.725,90.015
2019-10-02 00:45:00,0.0664,0.044804289,3.35,89.88
2019-10-02 01:00:00,0.06720000000000001,0.069073063,3.6,90.13
2019-10-02 01:15:00,0.068,0.061165837,3.8,90.33
2019-10-02 01:30:00,0.0616,0.071078561,3.425,91.13
2019-10-02 01:45:00,0.0816,0.044441267,3.05,91.93
2019-10-02 02:00:00,0.08000000000000002,0.074359758,3.3,92.18
2019-10-02 02:15:00,0.08000000000000002,0.071024919,3.5,92.38
2019-10-02 02:30:00,0.0616,0.048906361,3.125,92.615
2019-10-02 02:45:00,0.0576,0.046231112,2.75,92.85
2019-10-02 03:00:00,0.05280000000000001,0.063736751,3.0,93.1
2019-10-02 03:15:00,0.0864,0.04646173,3.2,93.3
2019-10-02 03:30:00,0.0664,0.057605854,2.875,93.275
2019-10-02 03:45:00,0.0704,0.077430794,2.55,93.25
2019-10-02 04:00:00,0.0976,0.039009045,2.8,93.5
2019-10-02 04:15:00,0.0968,0.051687537,3.0,93.7
2019-10-02 04:30:00,0.0752,0.071195993,2.775,92.505
2019-10-02 04:45:00,0.11200000000000002,0.07601564,2.55,91.31
2019-10-02 05:00:00,0.096,0.037923318,2.8,91.56
2019-10-02 05:15:00,0.10320000000000001,0.080734583,3.0,91.76
2019-10-02 05:30:00,0.11200000000000002,0.092249313,2.825,91.875
2019-10-02 05:45:00,0.09280000000000001,0.05552578,2.65,91.99
2019-10-02 06:00:00,0.08080000000000001,0.047676002,2.9,92.24
2019-10-02 06:15:00,0.0888,0.071610752,3.1,92.44
2019-10-02 06:30:00,0.0736,0.0435001,2.825,90.96
2019-10-02 06:45:00,0.07440000000000001,0.061518283,2.55,89.48
2019-10-02 07:00:00,0.0944,0.047764646,2.8,89.73
2019-10-02 07:15:00,0.1048,0.054083857,3.0,89.93
2019-10-02 07:30:00,0.0832,0.064824126,3.175,86.965
2019-10-02 07:45:00,0.08960000000000001,0.100029669,3.35,84.0
2019-10-02 08:00:00,0.10720000000000002,0.059542623,3.6,84.25
2019-10-02 08:15:00,0.08560000000000001,0.094078238,3.8,84.45
2019-10-02 08:30:00,0.084,0.070085749,4.025,79.595
2019-10-02 08:45:00,0.09280000000000001,0.094637557,4.25,74.74
2019-10-02 09:00:00,0.12240000000000001,0.073053102,4.5,74.99
2019-10-02 09:15:00,0.1208,0.098693909,4.7,75.19
2019-10-02 09:30:00,0.08960000000000001,0.080323809,4.775,72.405
2019-10-02 09:45:00,0.08800000000000001,0.101408201,4.85,69.62
2019-10-02 10:00:00,0.11359999999999999,0.073071411,5.1,69.87
2019-10-02 10:15:00,0.1176,0.086075029,5.3,70.07
2019-10-02 10:30:00,0.0888,0.10112921,5.425,68.62
2019-10-02 10:45:00,0.0864,0.057017734,5.55,67.17
2019-10-02 11:00:00,0.09280000000000001,0.075889379,5.8,67.42
2019-10-02 11:15:00,0.08560000000000001,0.085075982,6.0,67.62
2019-10-02 11:30:00,0.1048,0.079612416,6.075,66.755
2019-10-02 11:45:00,0.0776,0.049227726,6.15,65.89
2019-10-02 12:00:00,0.08560000000000001,0.089305472,6.4,66.14
2019-10-02 12:15:00,0.1048,0.088947403,6.6,66.34
2019-10-02 12:30:00,0.11599999999999999,0.072083993,6.475,65.835
2019-10-02 12:45:00,0.10720000000000002,0.092101482,6.35,65.33
2019-10-02 13:00:00,0.0888,0.085078664,6.6,65.58
2019-10-02 13:15:00,0.1152,0.060864878,6.8,65.78
2019-10-02 13:30:00,0.1144,0.08848263,6.525,65.85
2019-10-02 13:45:00,0.0832,0.071106872,6.25,65.92
2019-10-02 14:00:00,0.07840000000000001,0.10792848,6.5,66.17
2019-10-02 14:15:00,0.1192,0.078329051,6.7,66.37
2019-10-02 14:30:00,0.0952,0.067880523,6.175,67.08
2019-10-02 14:45:00,0.10960000000000002,0.097783505,5.65,67.79
2019-10-02 15:00:00,0.10320000000000001,0.084028975,5.9,68.04
2019-10-02 15:15:00,0.0944,0.076913075,6.1,68.24
2019-10-02 15:30:00,0.11120000000000002,0.073622909,5.375,70.845
2019-10-02 15:45:00,0.1024,0.081548443,4.65,73.45
2019-10-02 16:00:00,0.11200000000000002,0.059225841,4.9,73.7
2019-10-02 16:15:00,0.1192,0.08393534,5.1,73.9
2019-10-02 16:30:00,0.11120000000000002,0.101879774,4.475,77.73
2019-10-02 16:45:00,0.1128,0.099440422,3.85,81.56
2019-10-02 17:00:00,0.0864,0.082863377,4.1,81.81
2019-10-02 17:15:00,0.09200000000000001,0.081479835,4.3,82.01
2019-10-02 17:30:00,0.08960000000000001,0.107709708,3.725,83.235
2019-10-02 17:45:00,0.0848,0.080660216,3.15,84.46
2019-10-02 18:00:00,0.0976,0.09889168,3.4,84.71
2019-10-02 18:15:00,0.0752,0.106984655,3.6,84.91
2019-10-02 18:30:00,0.0848,0.117148116,3.175,85.535
2019-10-02 18:45:00,0.08080000000000001,0.122076168,2.75,86.16
2019-10-02 19:00:00,0.0616,0.111829382,3.0,86.41
2019-10-02 19:15:00,0.07440000000000001,0.104152674,3.2,86.61
2019-10-02 19:30:00,0.0824,0.086300037,2.875,87.46
2019-10-02 19:45:00,0.0952,0.088752613,2.55,88.31
2019-10-02 20:00:00,0.09040000000000001,0.094143171,2.8,88.56
2019-10-02 20:15:00,0.07680000000000001,0.070421147,3.0,88.76
2019-10-02 20:30:00,0.0968,0.108224642,2.775,89.77
2019-10-02 20:45:00,0.0824,0.094445002,2.55,90.78
2019-10-02 21:00:00,0.068,0.102084669,2.8,91.03
2019-10-02 21:15:00,0.0888,0.072796815,3.0,91.23
2019-10-02 21:30:00,0.05280000000000001,0.061273754,2.775,92.09
2019-10-02 21:45:00,0.0584,0.042136333,2.55,92.95
2019-10-02 22:00:00,0.055200000000000006,0.083663328,2.8,93.2
2019-10-02 22:15:00,0.0504,0.076756397,3.0,93.4
2019-10-02 22:30:00,0.07840000000000001,0.075809666,2.925,93.505
2019-10-02 22:45:00,0.08080000000000001,0.051603453,2.85,93.61
2019-10-02 23:00:00,0.05600000000000001,0.073474972,3.1,93.86
2019-10-02 23:15:00,0.06480000000000001,0.076836887,3.3,94.06
2019-10-02 23:30:00,0.07600000000000001,0.048720918,3.225,93.705
2019-10-02 23:45:00,0.062400000000000004,0.069060028,3.15,93.35
2019-10-03 00:00:00,0.0792,0.066087158,3.4,93.6
2019-10-03 00:15:00,0.07600000000000001,0.044105402,3.6,93.8
2019-10-03 00:30:00,0.0888,0.079467987,3.275,93.46
2019-10-03 00:45:00,0.056799999999999996,0.046349662,2.95,93.12
2019-10-03 01:00:00,0.0848,0.052706124,3.2,93.37
2019-10-03 01:15:00,0.05600000000000001,0.05581889,3.4,93.57
2019-10-03 01:30:00,0.07840000000000001,0.057597957,3.075,93.245
2019-10-03 01:45:00,0.05600000000000001,0.039359143,2.75,92.92
2019-10-03 02:00:00,0.0864,0.066078217,3.0,93.17
2019-10-03 02:15:00,0.0832,0.051879573,3.2,93.37
2019-10-03 02:30:00,0.0456,0.041834131,2.975,93.085
2019-10-03 02:45:00,0.0888,0.062190647,2.75,92.8
2019-10-03 03:00:00,0.0592,0.059444073,3.0,93.05
2019-10-03 03:15:00,0.0864,0.056981062,3.2,93.25
2019-10-03 03:30:00,0.0752,0.053211112,3.075,93.33
2019-10-03 03:45:00,0.0864,0.07078303,2.95,93.41
2019-10-03 04:00:00,0.0968,0.034483619,3.2,93.66
2019-10-03 04:15:00,0.0776,0.036896749,3.4,93.86
2019-10-03 04:30:00,0.1008,0.041267201,3.275,93.96
2019-10-03 04:45:00,0.09200000000000001,0.065749473,3.15,94.06
2019-10-03 05:00:00,0.07440000000000001,0.070208644,3.4,94.31
2019-10-03 05:15:00,0.10400000000000001,0.048795845,3.6,94.51
2019-10-03 05:30:00,0.08000000000000002,0.069239337,3.325,93.985
2019-10-03 05:45:00,0.09280000000000001,0.041401618,3.05,93.46
2019-10-03 06:00:00,0.09200000000000001,0.044567013,3.3,93.71
2019-10-03 06:15:00,0.1,0.050437416,3.5,93.91
2019-10-03 06:30:00,0.09200000000000001,0.066890504,3.375,91.895
2019-10-03 06:45:00,0.1208,0.075818598,3.25,89.88
2019-10-03 07:00:00,0.11599999999999999,0.048718187,3.5,90.13
2019-10-03 07:15:00,0.096,0.072216482,3.7,90.33
2019-10-03 07:30:00,0.10720000000000002,0.092104593,3.925,87.17
2019-10-03 07:45:00,0.096,0.086468674,4.15,84.01
2019-10-03 08:00:00,0.07840000000000001,0.07490779,4.4,84.26
2019-10-03 08:15:00,0.0944,0.077740508,4.6,84.46
2019-10-03 08:30:00,0.10560000000000001,0.091061302,4.625,80.28
2019-10-03 08:45:00,0.0824,0.086877437,4.65,76.1
2019-10-03 09:00:00,0.0952,0.08314497,4.9,76.35
2019-10-03 09:15:00,0.084,0.068506825,5.1,76.55
2019-10-03 09:30:00,0.0968,0.072131457,4.975,73.6
2019-10-03 09:45:00,0.07840000000000001,0.06616926,4.85,70.65
2019-10-03 10:00:00,0.0984,0.064306726,5.1,70.9
2019-10-03 10:15:00,0.08560000000000001,0.061477122,5.3,71.1
2019-10-03 10:30:00,0.08800000000000001,0.085323847,4.875,70.4
2019-10-03 10:45:00,0.10560000000000001,0.078567378,4.45,69.7
2019-10-03 11:00:00,0.0816,0.071100382,4.7,69.95
2019-10-03 11:15:00,0.08960000000000001,0.050502054,4.9,70.15
2019-10-03 11:30:00,0.0776,0.090647399,4.425,69.965
2019-10-03 11:45:00,0.1184,0.053773217,3.95,69.78
2019-10-03 12:00:00,0.10160000000000001,0.06188042,4.2,70.03
2019-10-03 12:15:00,0.1152,0.078229117,4.4,70.23
2019-10-03 12:30:00,0.10720000000000002,0.078696331,4.375,70.505
2019-10-03 12:45:00,0.11200000000000002,0.064206817,4.35,70.78
2019-10-03 13:00:00,0.0944,0.087230542,4.6,71.03
2019-10-03 13:15:00,0.0792,0.064346244,4.8,71.23
2019-10-03 13:30:00,0.0944,0.083954843,4.675,71.7
2019-10-03 13:45:00,0.08960000000000001,0.078707603,4.55,72.17
2019-10-03 14:00:00,0.0888,0.089295854,4.8,72.42
2019-10-03 14:15:00,0.10160000000000001,0.094932268,5.0,72.62
2019-10-03 14:30:00,0.0816,0.086726535,4.675,73.695
2019-10-03 14:45:00,0.09280000000000001,0.067552071,4.35,74.77
2019-10-03 15:00:00,0.10320000000000001,0.065882389,4.6,75.02
2019-10-03 15:15:00,0.10720000000000002,0.072377281,4.8,75.22
2019-10-03 15:30:00,0.09200000000000001,0.06694261,4.225,76.445
2019-10-03 15:45:00,0.0824,0.073064849,3.65,77.67
2019-10-03 16:00:00,0.0976,0.081695763,3.9,77.92
2019-10-03 16:15:00,0.07680000000000001,0.103653877,4.1,78.12
2019-10-03 16:30:00,0.10320000000000001,0.103050532,3.575,79.445
2019-10-03 16:45:00,0.1176,0.072248549,3.05,80.77
2019-10-03 17:00:00,0.0792,0.074605851,3.3,81.02
2019-10-03 17:15:00,0.10320000000000001,0.060745502,3.5,81.22
2019-10-03 17:30:00,0.0888,0.07711638,3.125,82.835
2019-10-03 17:45:00,0.11599999999999999,0.083459216,2.75,84.45
2019-10-03 18:00:00,0.09040000000000001,0.071183702,3.0,84.7
2019-10-03 18:15:00,0.0976,0.059120165,3.2,84.9
2019-10-03 18:30:00,0.0944,0.081111855,2.925,85.87
2019-10-03 18:45:00,0.10800000000000001,0.08181574,2.65,86.84
2019-10-03 19:00:00,0.07840000000000001,0.072718837,2.9,87.09
2019-10-03 19:15:00,0.0728,0.080847534,3.1,87.29
2019-10-03 19:30:00,0.062400000000000004,0.073689471,2.825,87.67
2019-10-03 19:45:00,0.08800000000000001,0.091086536,2.55,88.05
2019-10-03 20:00:00,0.06,0.103745803,2.8,88.3
2019-10-03 20:15:00,0.1,0.077782299,3.0,88.5
2019-10-03 20:30:00,0.0912,0.072609938,2.675,88.645
2019-10-03 20:45:00,0.0968,0.086059716,2.35,88.79
2019-10-03 21:00:00,0.05360000000000001,0.096494816,2.6,89.04
2019-10-03 21:15:00,0.0736,0.056686828,2.8,89.24
2019-10-03 21:30:00,0.055200000000000006,0.081001434,2.525,89.425
2019-10-03 21:45:00,0.06,0.061576224,2.25,89.61
2019-10-03 22:00:00,0.0696,0.086126415,2.5,89.86
2019-10-03 22:15:00,0.07840000000000001,0.055051555,2.7,90.06
2019-10-03 22:30:00,0.0488,0.082145791,2.525,90.97
2019-10-03 22:45:00,0.0832,0.076950244,2.35,91.88
2019-10-03 23:00:00,0.052000000000000005,0.071653861,2.6,92.13
2019-10-03 23:15:00,0.064,0.053740705,2.8,92.33
2019-10-03 23:30:00,0.084,0.057404153,2.675,92.83
2019-10-03 23:45:00,0.08080000000000001,0.053993826,2.55,93.33
2019-10-04 00:00:00,0.0776,0.084642636,2.8,93.58
2019-10-04 00:15:00,0.0472,0.077875178,3.0,93.78
2019-10-04 00:30:00,0.0728,0.046345041,2.725,93.955
2019-10-04 00:45:00,0.0632,0.065401063,2.45,94.13
2019-10-04 01:00:00,0.054400000000000004,0.071636936,2.7,94.38
2019-10-04 01:15:00,0.068,0.074820004,2.9,94.58
2019-10-04 01:30:00,0.05600000000000001,0.074921426,2.575,94.54
2019-10-04 01:45:00,0.0816,0.068553305,2.25,94.5
2019-10-04 02:00:00,0.07440000000000001,0.045110745,2.5,94.75
2019-10-04 02:15:00,0.05600000000000001,0.061161425,2.7,94.95
2019-10-04 02:30:00,0.0504,0.039216275,2.425,95.14
2019-10-04 02:45:00,0.0504,0.071312622,2.15,95.33
2019-10-04 03:00:00,0.07440000000000001,0.046163424,2.4,95.58
2019-10-04 03:15:00,0.0688,0.073070418,2.6,95.78
2019-10-04 03:30:00,0.09920000000000001,0.050645503,2.325,95.69
2019-10-04 03:45:00,0.055200000000000006,0.074497729,2.05,95.6
2019-10-04 04:00:00,0.0816,0.072198605,2.3,95.85
2019-10-04 04:15:00,0.10800000000000001,0.069320965,2.5,96.05
2019-10-04 04:30:00,0.11120000000000002,0.058696999,2.275,95.455
2019-10-04 04:45:00,0.0816,0.08445255,2.05,94.86
2019-10-04 05:00:00,0.0824,0.072890113,2.3,95.11
2019-10-04 05:15:00,0.10800000000000001,0.072251853,2.5,95.31
2019-10-04 05:30:00,0.11359999999999999,0.057341925,3.075,95.24
2019-10-04 05:45:00,0.0872,0.063385901,3.65,95.17
2019-10-04 06:00:00,0.07840000000000001,0.033721646,3.9,95.42
2019-10-04 06:15:00,0.0944,0.06776463,4.1,95.62
2019-10-04 06:30:00,0.10960000000000002,0.065609487,4.875,95.015
2019-10-04 06:45:00,0.08800000000000001,0.081290624,5.65,94.41
2019-10-04 07:00:00,0.084,0.043789553,5.9,94.66
