utc_timestamp,Electricity_load,Residential_electricity_price,Residential_wind_generation,Temperature,Relative Humidity
2019-10-01 05:15:00,0.113,0.073137065,0.108,4.7,90.48
2019-10-01 05:30:00,0.131,0.07847437,0.162,4.625,89.63
2019-10-01 05:45:00,0.095,0.028160221,0.266,4.55,88.78
2019-10-01 06:00:00,0.145,0.08181726,0.422,4.8,89.03
2019-10-01 06:15:00,0.104,0.056951905,0.474,5.0,89.23
2019-10-01 06:30:00,0.093,0.067594645,0.653,4.875,88.535
2019-10-01 06:45:00,0.133,0.047954279,0.748,4.75,87.84
2019-10-01 07:00:00,0.12,0.048875032,0.805,5.0,88.09
2019-10-01 07:15:00,0.128,0.046970054,0.802,5.2,88.29
2019-10-01 07:30:00,0.118,0.081585133,0.856,5.075,87.2
2019-10-01 07:45:00,0.107,0.050015676,0.951,4.95,86.11
2019-10-01 08:00:00,0.104,0.029318153,1.047,5.2,86.36
2019-10-01 08:15:00,0.119,0.075335466,1.211,5.4,86.56
2019-10-01 08:30:00,0.123,0.050015507,1.331,5.325,85.0
2019-10-01 08:45:00,0.106,0.064914409,1.337,5.25,83.44
2019-10-01 09:00:00,0.088,0.053072152,1.426,5.5,83.69
2019-10-01 09:15:00,0.142,0.052679937,1.448,5.7,83.89
2019-10-01 09:30:00,0.091,0.055985919,1.491,5.725,81.76
2019-10-01 09:45:00,0.12,0.071166554,1.498,5.75,79.63
2019-10-01 10:00:00,0.089,0.056513412,1.51,6.0,79.88
2019-10-01 10:15:00,0.11,0.064717995,1.51,6.2,80.08
2019-10-01 10:30:00,0.099,0.061226309,1.518,6.275,77.565
2019-10-01 10:45:00,0.123,0.072916158,1.484,6.35,75.05
2019-10-01 11:00:00,0.14,0.072004403,1.457,6.6,75.3
2019-10-01 11:15:00,0.085,0.052149816,1.432,6.8,75.5
2019-10-01 11:30:00,0.092,0.042470019,1.405,6.775,72.55
2019-10-01 11:45:00,0.093,0.046863299,1.429,6.75,69.6
2019-10-01 12:00:00,0.104,0.047951257,1.376,7.0,69.85
2019-10-01 12:15:00,0.108,0.061129716,1.37,7.2,70.05
2019-10-01 12:30:00,0.126,0.07823026,1.323,7.125,68.29
2019-10-01 12:45:00,0.086,0.07850873,1.324,7.05,66.53
2019-10-01 13:00:00,0.105,0.067073973,1.276,7.3,66.78
2019-10-01 13:15:00,0.114,0.065964773,1.233,7.5,66.98
2019-10-01 13:30:00,0.126,0.075929666,1.204,7.375,66.75
2019-10-01 13:45:00,0.09,0.065886317,1.276,7.25,66.52
2019-10-01 14:00:00,0.115,0.055944132,1.285,7.5,66.77
2019-10-01 14:15:00,0.094,0.068349741,1.26,7.7,66.97
2019-10-01 14:30:00,0.13,0.071086255,1.182,7.125,67.495
2019-10-01 14:45:00,0.109,0.049898192,1.245,6.55,68.02
2019-10-01 15:00:00,0.095,0.067269911,1.262,6.8,68.27
2019-10-01 15:15:00,0.09,0.056789066,1.269,7.0,68.47
2019-10-01 15:30:00,0.095,0.082754967,1.168,6.275,70.175
2019-10-01 15:45:00,0.102,0.061522073,1.046,5.55,71.88
2019-10-01 16:00:00,0.093,0.052754637,1.021,5.8,72.13
2019-10-01 16:15:00,0.098,0.055988973,1.043,6.0,72.33
2019-10-01 16:30:00,0.091,0.047043301,1.077,5.525,75.58
2019-10-01 16:45:00,0.109,0.070023981,1.093,5.05,78.83
2019-10-01 17:00:00,0.109,0.056512435,1.061,5.3,79.08
2019-10-01 17:15:00,0.144,0.086993425,1.09,5.5,79.28
2019-10-01 17:30:00,0.102,0.064859516,1.102,5.125,81.575
2019-10-01 17:45:00,0.12,0.088612861,1.165,4.75,83.87
2019-10-01 18:00:00,0.094,0.059354139,1.22,5.0,84.12
2019-10-01 18:15:00,0.08,0.085040657,1.178,5.2,84.32
2019-10-01 18:30:00,0.11,0.080145495,1.222,4.925,85.165
2019-10-01 18:45:00,0.103,0.094324008,1.247,4.65,86.01
2019-10-01 19:00:00,0.092,0.099119489,1.205,4.9,86.26
2019-10-01 19:15:00,0.078,0.089654536,1.157,5.1,86.46
2019-10-01 19:30:00,0.118,0.08783988,1.187,4.825,86.965
2019-10-01 19:45:00,0.092,0.090888928,1.121,4.55,87.47
2019-10-01 20:00:00,0.123,0.075433906,1.072,4.8,87.72
2019-10-01 20:15:00,0.073,0.093282553,1.059,5.0,87.92
2019-10-01 20:30:00,0.086,0.09129926,0.997,4.725,87.935
2019-10-01 20:45:00,0.109,0.059242708,0.966,4.45,87.95
2019-10-01 21:00:00,0.075,0.087126932,0.978,4.7,88.2
2019-10-01 21:15:00,0.065,0.064819634,0.905,4.9,88.4
2019-10-01 21:30:00,0.065,0.077781215,0.836,4.625,87.93
2019-10-01 21:45:00,0.06,0.073780894,0.804,4.35,87.46
2019-10-01 22:00:00,0.105,0.085267363,0.755,4.6,87.71
2019-10-01 22:15:00,0.097,0.070666528,0.679,4.8,87.91
2019-10-01 22:30:00,0.112,0.056498442,0.671,4.625,87.99
2019-10-01 22:45:00,0.085,0.065853906,0.615,4.45,88.07
2019-10-01 23:00:00,0.079,0.074587592,0.611,4.7,88.32
2019-10-01 23:15:00,0.084,0.086361028,0.6,4.9,88.52
2019-10-01 23:30:00,0.111,0.074159309,0.512,4.275,89.11
2019-10-01 23:45:00,0.08,0.066015459,0.532,3.65,89.7
2019-10-02 00:00:00,0.084,0.101923495,0.444,3.9,89.95
2019-10-02 00:15:00,0.099,0.049551907,0.439,4.1,90.15
2019-10-02 00:30:00,0.083,0.073048925,0.375,3.725,90.015
2019-10-02 00:45:00,0.083,0.044804289,0.345,3.35,89.88
2019-10-02 01:00:00,0.084,0.069073063,0.383,3.6,90.13
2019-10-02 01:15:00,0.085,0.061165837,0.351,3.8,90.33
2019-10-02 01:30:00,0.077,0.071078561,0.315,3.425,91.13
2019-10-02 01:45:00,0.102,0.044441267,0.259,3.05,91.93
2019-10-02 02:00:00,0.1,0.074359758,0.229,3.3,92.18
2019-10-02 02:15:00,0.1,0.071024919,0.199,3.5,92.38
2019-10-02 02:30:00,0.077,0.048906361,0.14,3.125,92.615
2019-10-02 02:45:00,0.072,0.046231112,0.142,2.75,92.85
2019-10-02 03:00:00,0.066,0.063736751,0.104,3.0,93.1
2019-10-02 03:15:00,0.108,0.04646173,0.096,3.2,93.3
2019-10-02 03:30:00,0.083,0.057605854,0.086,2.875,93.275
2019-10-02 03:45:00,0.088,0.077430794,0.075,2.55,93.25
2019-10-02 04:00:00,0.122,0.039009045,0.106,2.8,93.5
2019-10-02 04:15:00,0.121,0.051687537,0.071,3.0,93.7
2019-10-02 04:30:00,0.094,0.071195993,0.112,2.775,92.505
2019-10-02 04:45:00,0.14,0.07601564,0.143,2.55,91.31
2019-10-02 05:00:00,0.12,0.037923318,0.156,2.8,91.56
2019-10-02 05:15:00,0.129,0.080734583,0.138,3.0,91.76
2019-10-02 05:30:00,0.14,0.092249313,0.182,2.825,91.875
2019-10-02 05:45:00,0.116,0.05552578,0.197,2.65,91.99
2019-10-02 06:00:00,0.101,0.047676002,0.19,2.9,92.24
2019-10-02 06:15:00,0.111,0.071610752,0.25,3.1,92.44
2019-10-02 06:30:00,0.092,0.0435001,0.221,2.825,90.96
2019-10-02 06:45:00,0.093,0.061518283,0.221,2.55,89.48
2019-10-02 07:00:00,0.118,0.047764646,0.236,2.8,89.73
2019-10-02 07:15:00,0.131,0.054083857,0.239,3.0,89.93
2019-10-02 07:30:00,0.104,0.064824126,0.199,3.175,86.965
2019-10-02 07:45:00,0.112,0.100029669,0.227,3.35,84.0
2019-10-02 08:00:00,0.134,0.059542623,0.257,3.6,84.25
2019-10-02 08:15:00,0.107,0.094078238,0.35,3.8,84.45
2019-10-02 08:30:00,0.105,0.070085749,0.447,4.025,79.595
2019-10-02 08:45:00,0.116,0.094637557,0.622,4.25,74.74
2019-10-02 09:00:00,0.153,0.073053102,0.866,4.5,74.99
2019-10-02 09:15:00,0.151,0.098693909,0.912,4.7,75.19
2019-10-02 09:30:00,0.112,0.080323809,0.884,4.775,72.405
2019-10-02 09:45:00,0.11,0.101408201,0.914,4.85,69.62
2019-10-02 10:00:00,0.142,0.073071411,0.869,5.1,69.87
2019-10-02 10:15:00,0.147,0.086075029,0.735,5.3,70.07
2019-10-02 10:30:00,0.111,0.10112921,0.578,5.425,68.62
2019-10-02 10:45:00,0.108,0.057017734,0.537,5.55,67.17
2019-10-02 11:00:00,0.116,0.075889379,0.547,5.8,67.42
2019-10-02 11:15:00,0.107,0.085075982,0.568,6.0,67.62
2019-10-02 11:30:00,0.131,0.079612416,0.627,6.075,66.755
2019-10-02 11:45:00,0.097,0.049227726,0.663,6.15,65.89
2019-10-02 12:00:00,0.107,0.089305472,0.647,6.4,66.14
2019-10-02 12:15:00,0.131,0.088947403,0.691,6.6,66.34
2019-10-02 12:30:00,0.145,0.072083993,0.879,6.475,65.835
2019-10-02 12:45:00,0.134,0.092101482,0.915,6.35,65.33
2019-10-02 13:00:00,0.111,0.085078664,0.923,6.6,65.58
2019-10-02 13:15:00,0.144,0.060864878,0.893,6.8,65.78
2019-10-02 13:30:00,0.143,0.08848263,0.826,6.525,65.85
2019-10-02 13:45:00,0.104,0.071106872,0.773,6.25,65.92
2019-10-02 14:00:00,0.098,0.10792848,0.68,6.5,66.17
2019-10-02 14:15:00,0.149,0.078329051,0.629,6.7,66.37
2019-10-02 14:30:00,0.119,0.067880523,0.653,6.175,67.08
2019-10-02 14:45:00,0.137,0.097783505,0.688,5.65,67.79
2019-10-02 15:00:00,0.129,0.084028975,0.725,5.9,68.04
2019-10-02 15:15:00,0.118,0.076913075,0.784,6.1,68.24
2019-10-02 15:30:00,0.139,0.073622909,0.726,5.375,70.845
2019-10-02 15:45:00,0.128,0.081548443,0.716,4.65,73.45
2019-10-02 16:00:00,0.14,0.059225841,0.597,4.9,73.7
2019-10-02 16:15:00,0.149,0.08393534,0.515,5.1,73.9
2019-10-02 16:30:00,0.139,0.101879774,0.446,4.475,77.73
2019-10-02 16:45:00,0.141,0.099440422,0.396,3.85,81.56
2019-10-02 17:00:00,0.108,0.082863377,0.383,4.1,81.81
2019-10-02 17:15:00,0.115,0.081479835,0.36,4.3,82.01
2019-10-02 17:30:00,0.112,0.107709708,0.41,3.725,83.235
2019-10-02 17:45:00,0.106,0.080660216,0.4,3.15,84.46
2019-10-02 18:00:00,0.122,0.09889168,0.35,3.4,84.71
2019-10-02 18:15:00,0.094,0.106984655,0.345,3.6,84.91
2019-10-02 18:30:00,0.106,0.117148116,0.406,3.175,85.535
2019-10-02 18:45:00,0.101,0.122076168,0.447,2.75,86.16
2019-10-02 19:00:00,0.077,0.111829382,0.607,3.0,86.41
2019-10-02 19:15:00,0.093,0.104152674,0.709,3.2,86.61
2019-10-02 19:30:00,0.103,0.086300037,0.862,2.875,87.46
2019-10-02 19:45:00,0.119,0.088752613,1.034,2.55,88.31
2019-10-02 20:00:00,0.113,0.094143171,1.221,2.8,88.56
2019-10-02 20:15:00,0.096,0.070421147,1.411,3.0,88.76
2019-10-02 20:30:00,0.121,0.108224642,1.612,2.775,89.77
2019-10-02 20:45:00,0.103,0.094445002,1.686,2.55,90.78
2019-10-02 21:00:00,0.085,0.102084669,1.793,2.8,91.03
2019-10-02 21:15:00,0.111,0.072796815,1.74,3.0,91.23
2019-10-02 21:30:00,0.066,0.061273754,1.753,2.775,92.09
2019-10-02 21:45:00,0.073,0.042136333,1.726,2.55,92.95
2019-10-02 22:00:00,0.069,0.083663328,1.795,2.8,93.2
2019-10-02 22:15:00,0.063,0.076756397,1.905,3.0,93.4
2019-10-02 22:30:00,0.098,0.075809666,1.994,2.925,93.505
2019-10-02 22:45:00,0.101,0.051603453,2.018,2.85,93.61
2019-10-02 23:00:00,0.07,0.073474972,2.023,3.1,93.86
2019-10-02 23:15:00,0.081,0.076836887,2.025,3.3,94.06
2019-10-02 23:30:00,0.095,0.048720918,1.954,3.225,93.705
2019-10-02 23:45:00,0.078,0.069060028,1.975,3.15,93.35
2019-10-03 00:00:00,0.099,0.066087158,1.946,3.4,93.6
2019-10-03 00:15:00,0.095,0.044105402,1.926,3.6,93.8
2019-10-03 00:30:00,0.111,0.079467987,1.957,3.275,93.46
2019-10-03 00:45:00,0.071,0.046349662,1.94,2.95,93.12
2019-10-03 01:00:00,0.106,0.052706124,1.944,3.2,93.37
2019-10-03 01:15:00,0.07,0.05581889,1.961,3.4,93.57
2019-10-03 01:30:00,0.098,0.057597957,1.883,3.075,93.245
2019-10-03 01:45:00,0.07,0.039359143,1.85,2.75,92.92
2019-10-03 02:00:00,0.108,0.066078217,1.801,3.0,93.17
2019-10-03 02:15:00,0.104,0.051879573,1.839,3.2,93.37
2019-10-03 02:30:00,0.057,0.041834131,1.873,2.975,93.085
2019-10-03 02:45:00,0.111,0.062190647,1.858,2.75,92.8
2019-10-03 03:00:00,0.074,0.059444073,1.892,3.0,93.05
2019-10-03 03:15:00,0.108,0.056981062,1.769,3.2,93.25
2019-10-03 03:30:00,0.094,0.053211112,1.761,3.075,93.33
2019-10-03 03:45:00,0.108,0.07078303,1.687,2.95,93.41
2019-10-03 04:00:00,0.121,0.034483619,1.679,3.2,93.66
2019-10-03 04:15:00,0.097,0.036896749,1.773,3.4,93.86
2019-10-03 04:30:00,0.126,0.041267201,1.657,3.275,93.96
2019-10-03 04:45:00,0.115,0.065749473,1.645,3.15,94.06
2019-10-03 05:00:00,0.093,0.070208644,1.6,3.4,94.31
2019-10-03 05:15:00,0.13,0.048795845,1.505,3.6,94.51
2019-10-03 05:30:00,0.1,0.069239337,1.469,3.325,93.985
2019-10-03 05:45:00,0.116,0.041401618,1.377,3.05,93.46
2019-10-03 06:00:00,0.115,0.044567013,1.293,3.3,93.71
2019-10-03 06:15:00,0.125,0.050437416,1.148,3.5,93.91
2019-10-03 06:30:00,0.115,0.066890504,0.997,3.375,91.895
2019-10-03 06:45:00,0.151,0.075818598,0.912,3.25,89.88
2019-10-03 07:00:00,0.145,0.048718187,0.952,3.5,90.13
2019-10-03 07:15:00,0.12,0.072216482,1.069,3.7,90.33
2019-10-03 07:30:00,0.134,0.092104593,1.176,3.925,87.17
2019-10-03 07:45:00,0.12,0.086468674,1.314,4.15,84.01
2019-10-03 08:00:00,0.098,0.07490779,1.572,4.4,84.26
2019-10-03 08:15:00,0.118,0.077740508,1.805,4.6,84.46
2019-10-03 08:30:00,0.132,0.091061302,1.825,4.625,80.28
2019-10-03 08:45:00,0.103,0.086877437,1.879,4.65,76.1
2019-10-03 09:00:00,0.119,0.08314497,1.857,4.9,76.35
2019-10-03 09:15:00,0.105,0.068506825,1.776,5.1,76.55
2019-10-03 09:30:00,0.121,0.072131457,1.766,4.975,73.6
2019-10-03 09:45:00,0.098,0.06616926,1.669,4.85,70.65
2019-10-03 10:00:00,0.123,0.064306726,1.684,5.1,70.9
2019-10-03 10:15:00,0.107,0.061477122,1.668,5.3,71.1
2019-10-03 10:30:00,0.11,0.085323847,1.651,4.875,70.4
2019-10-03 10:45:00,0.132,0.078567378,1.593,4.45,69.7
2019-10-03 11:00:00,0.102,0.071100382,1.55,4.7,69.95
2019-10-03 11:15:00,0.112,0.050502054,1.581,4.9,70.15
2019-10-03 11:30:00,0.097,0.090647399,1.494,4.425,69.965
2019-10-03 11:45:00,0.148,0.053773217,1.483,3.95,69.78
2019-10-03 12:00:00,0.127,0.06188042,1.499,4.2,70.03
2019-10-03 12:15:00,0.144,0.078229117,1.482,4.4,70.23
2019-10-03 12:30:00,0.134,0.078696331,1.485,4.375,70.505
2019-10-03 12:45:00,0.14,0.064206817,1.429,4.35,70.78
2019-10-03 13:00:00,0.118,0.087230542,1.368,4.6,71.03
2019-10-03 13:15:00,0.099,0.064346244,1.369,4.8,71.23
2019-10-03 13:30:00,0.118,0.083954843,1.299,4.675,71.7
2019-10-03 13:45:00,0.112,0.078707603,1.232,4.55,72.17
2019-10-03 14:00:00,0.111,0.089295854,1.212,4.8,72.42
2019-10-03 14:15:00,0.127,0.094932268,1.144,5.0,72.62
2019-10-03 14:30:00,0.102,0.086726535,1.069,4.675,73.695
2019-10-03 14:45:00,0.116,0.067552071,1.05,4.35,74.77
2019-10-03 15:00:00,0.129,0.065882389,1.042,4.6,75.02
2019-10-03 15:15:00,0.134,0.072377281,1.048,4.8,75.22
2019-10-03 15:30:00,0.115,0.06694261,0.945,4.225,76.445
2019-10-03 15:45:00,0.103,0.073064849,0.821,3.65,77.67
2019-10-03 16:00:00,0.122,0.081695763,0.767,3.9,77.92
2019-10-03 16:15:00,0.096,0.103653877,0.75,4.1,78.12
2019-10-03 16:30:00,0.129,0.103050532,0.716,3.575,79.445
2019-10-03 16:45:00,0.147,0.072248549,0.776,3.05,80.77
2019-10-03 17:00:00,0.099,0.074605851,0.845,3.3,81.02
2019-10-03 17:15:00,0.129,0.060745502,0.869,3.5,81.22
2019-10-03 17:30:00,0.111,0.07711638,0.918,3.125,82.835
2019-10-03 17:45:00,0.145,0.083459216,0.937,2.75,84.45
2019-10-03 18:00:00,0.113,0.071183702,0.95,3.0,84.7
2019-10-03 18:15:00,0.122,0.059120165,1.016,3.2,84.9
2019-10-03 18:30:00,0.118,0.081111855,1.032,2.925,85.87
2019-10-03 18:45:00,0.135,0.08181574,0.974,2.65,86.84
2019-10-03 19:00:00,0.098,0.072718837,1.053,2.9,87.09
2019-10-03 19:15:00,0.091,0.080847534,1.137,3.1,87.29
2019-10-03 19:30:00,0.078,0.073689471,1.185,2.825,87.67
2019-10-03 19:45:00,0.11,0.091086536,1.244,2.55,88.05
2019-10-03 20:00:00,0.075,0.103745803,1.208,2.8,88.3
2019-10-03 20:15:00,0.125,0.077782299,1.141,3.0,88.5
2019-10-03 20:30:00,0.114,0.072609938,1.152,2.675,88.645
2019-10-03 20:45:00,0.121,0.086059716,1.083,2.35,88.79
2019-10-03 21:00:00,0.067,0.096494816,1.004,2.6,89.04
2019-10-03 21:15:00,0.092,0.056686828,0.942,2.8,89.24
2019-10-03 21:30:00,0.069,0.081001434,0.872,2.525,89.425
2019-10-03 21:45:00,0.075,0.061576224,0.847,2.25,89.61
2019-10-03 22:00:00,0.087,0.086126415,0.788,2.5,89.86
2019-10-03 22:15:00,0.098,0.055051555,0.701,2.7,90.06
2019-10-03 22:30:00,0.061,0.082145791,0.703,2.525,90.97
2019-10-03 22:45:00,0.104,0.076950244,0.7,2.35,91.88
2019-10-03 23:00:00,0.065,0.071653861,0.622,2.6,92.13
2019-10-03 23:15:00,0.08,0.053740705,0.641,2.8,92.33
2019-10-03 23:30:00,0.105,0.057404153,0.591,2.675,92.83
2019-10-03 23:45:00,0.101,0.053993826,0.546,2.55,93.33
2019-10-04 00:00:00,0.097,0.084642636,0.549,2.8,93.58
2019-10-04 00:15:00,0.059,0.077875178,0.506,3.0,93.78
2019-10-04 00:30:00,0.091,0.046345041,0.486,2.725,93.955
2019-10-04 00:45:00,0.079,0.065401063,0.482,2.45,94.13
2019-10-04 01:00:00,0.068,0.071636936,0.429,2.7,94.38
2019-10-04 01:15:00,0.085,0.074820004,0.374,2.9,94.58
2019-10-04 01:30:00,0.07,0.074921426,0.347,2.575,94.54
2019-10-04 01:45:00,0.102,0.068553305,0.309,2.25,94.5
2019-10-04 02:00:00,0.093,0.045110745,0.281,2.5,94.75
2019-10-04 02:15:00,0.07,0.061161425,0.264,2.7,94.95
2019-10-04 02:30:00,0.063,0.039216275,0.209,2.425,95.14
2019-10-04 02:45:00,0.063,0.071312622,0.255,2.15,95.33
2019-10-04 03:00:00,0.093,0.046163424,0.209,2.4,95.58
