utc_timestamp,Electricity_load,Residential_electricity_price,Residential_solar_generation,Temperature,Relative Humidity
2019-10-01 08:30:00,0.123,0.050015507,0.91,5.325,85.0
2019-10-01 08:45:00,0.106,0.064914409,0.955,5.25,83.44
2019-10-01 09:00:00,0.088,0.053072152,0.999,5.5,83.69
2019-10-01 09:15:00,0.142,0.052679937,1.002,5.7,83.89
2019-10-01 09:30:00,0.091,0.055985919,1.103,5.725,81.76
2019-10-01 09:45:00,0.12,0.071166554,1.134,5.75,79.63
2019-10-01 10:00:00,0.089,0.056513412,1.215,6.0,79.88
2019-10-01 10:15:00,0.11,0.064717995,1.325,6.2,80.08
2019-10-01 10:30:00,0.099,0.061226309,1.36,6.275,77.565
2019-10-01 10:45:00,0.123,0.072916158,1.493,6.35,75.05
2019-10-01 11:00:00,0.14,0.072004403,1.457,6.6,75.3
2019-10-01 11:15:00,0.085,0.052149816,1.441,6.8,75.5
2019-10-01 11:30:00,0.092,0.042470019,1.403,6.775,72.55
2019-10-01 11:45:00,0.093,0.046863299,1.378,6.75,69.6
2019-10-01 12:00:00,0.104,0.047951257,1.391,7.0,69.85
2019-10-01 12:15:00,0.108,0.061129716,1.33,7.2,70.05
2019-10-01 12:30:00,0.126,0.07823026,1.349,7.125,68.29
2019-10-01 12:45:00,0.086,0.07850873,1.32,7.05,66.53
2019-10-01 13:00:00,0.105,0.067073973,1.239,7.3,66.78
2019-10-01 13:15:00,0.114,0.065964773,1.245,7.5,66.98
2019-10-01 13:30:00,0.126,0.075929666,1.148,7.375,66.75
2019-10-01 13:45:00,0.09,0.065886317,1.132,7.25,66.52
2019-10-01 14:00:00,0.115,0.055944132,1.009,7.5,66.77
2019-10-01 14:15:00,0.094,0.068349741,0.859,7.7,66.97
2019-10-01 14:30:00,0.13,0.071086255,0.768,7.125,67.495
2019-10-01 14:45:00,0.109,0.049898192,0.652,6.55,68.02
2019-10-01 15:00:00,0.095,0.067269911,0.563,6.8,68.27
2019-10-01 15:15:00,0.09,0.056789066,0.472,7.0,68.47
2019-10-01 15:30:00,0.095,0.082754967,0.393,6.275,70.175
2019-10-01 15:45:00,0.102,0.061522073,0.267,5.55,71.88
2019-10-01 16:00:00,0.093,0.052754637,0.208,5.8,72.13
2019-10-01 16:15:00,0.098,0.055988973,0.212,6.0,72.33
2019-10-01 16:30:00,0.091,0.047043301,0.139,5.525,75.58
2019-10-01 16:45:00,0.109,0.070023981,0.107,5.05,78.83
2019-10-01 17:00:00,0.109,0.056512435,0.088,5.3,79.08
2019-10-01 17:15:00,0.144,0.086993425,0.046,5.5,79.28
2019-10-01 17:30:00,0.102,0.064859516,0.059,5.125,81.575
2019-10-01 17:45:00,0.12,0.088612861,0.01,4.75,83.87
2019-10-01 18:00:00,0.094,0.059354139,0.036,5.0,84.12
2019-10-01 18:15:00,0.08,0.085040657,0.038,5.2,84.32
2019-10-01 18:30:00,0.11,0.080145495,0.0,4.925,85.165
2019-10-01 18:45:00,0.103,0.094324008,0.002,4.65,86.01
2019-10-01 19:00:00,0.092,0.099119489,0.047,4.9,86.26
2019-10-01 19:15:00,0.078,0.089654536,0.028,5.1,86.46
2019-10-01 19:30:00,0.118,0.08783988,0.047,4.825,86.965
2019-10-01 19:45:00,0.092,0.090888928,0.016,4.55,87.47
2019-10-01 20:00:00,0.123,0.075433906,0.0,4.8,87.72
2019-10-01 20:15:00,0.073,0.093282553,0.049,5.0,87.92
2019-10-01 20:30:00,0.086,0.09129926,0.045,4.725,87.935
2019-10-01 20:45:00,0.109,0.059242708,0.0,4.45,87.95
2019-10-01 21:00:00,0.075,0.087126932,0.007,4.7,88.2
2019-10-01 21:15:00,0.065,0.064819634,0.0,4.9,88.4
2019-10-01 21:30:00,0.065,0.077781215,0.0,4.625,87.93
2019-10-01 21:45:00,0.06,0.073780894,0.005,4.35,87.46
2019-10-01 22:00:00,0.105,0.085267363,0.024,4.6,87.71
2019-10-01 22:15:00,0.097,0.070666528,0.019,4.8,87.91
2019-10-01 22:30:00,0.112,0.056498442,0.014,4.625,87.99
2019-10-01 22:45:00,0.085,0.065853906,0.036,4.45,88.07
2019-10-01 23:00:00,0.079,0.074587592,0.002,4.7,88.32
2019-10-01 23:15:00,0.084,0.086361028,0.009,4.9,88.52
2019-10-01 23:30:00,0.111,0.074159309,0.048,4.275,89.11
2019-10-01 23:45:00,0.08,0.066015459,0.045,3.65,89.7
2019-10-02 00:00:00,0.084,0.101923495,0.028,3.9,89.95
2019-10-02 00:15:00,0.099,0.049551907,0.009,4.1,90.15
2019-10-02 00:30:00,0.083,0.073048925,0.0,3.725,90.015
2019-10-02 00:45:00,0.083,0.044804289,0.017,3.35,89.88
2019-10-02 01:00:00,0.084,0.069073063,0.029,3.6,90.13
2019-10-02 01:15:00,0.085,0.061165837,0.032,3.8,90.33
2019-10-02 01:30:00,0.077,0.071078561,0.028,3.425,91.13
2019-10-02 01:45:00,0.102,0.044441267,0.0,3.05,91.93
2019-10-02 02:00:00,0.1,0.074359758,0.015,3.3,92.18
2019-10-02 02:15:00,0.1,0.071024919,0.0,3.5,92.38
2019-10-02 02:30:00,0.077,0.048906361,0.047,3.125,92.615
2019-10-02 02:45:00,0.072,0.046231112,0.043,2.75,92.85
2019-10-02 03:00:00,0.066,0.063736751,0.002,3.0,93.1
2019-10-02 03:15:00,0.108,0.04646173,0.008,3.2,93.3
2019-10-02 03:30:00,0.083,0.057605854,0.015,2.875,93.275
2019-10-02 03:45:00,0.088,0.077430794,0.0,2.55,93.25
2019-10-02 04:00:00,0.122,0.039009045,0.0,2.8,93.5
2019-10-02 04:15:00,0.121,0.051687537,0.019,3.0,93.7
2019-10-02 04:30:00,0.094,0.071195993,0.043,2.775,92.505
2019-10-02 04:45:00,0.14,0.07601564,0.039,2.55,91.31
2019-10-02 05:00:00,0.12,0.037923318,0.03,2.8,91.56
2019-10-02 05:15:00,0.129,0.080734583,0.051,3.0,91.76
2019-10-02 05:30:00,0.14,0.092249313,0.062,2.825,91.875
2019-10-02 05:45:00,0.116,0.05552578,0.105,2.65,91.99
2019-10-02 06:00:00,0.101,0.047676002,0.103,2.9,92.24
2019-10-02 06:15:00,0.111,0.071610752,0.161,3.1,92.44
2019-10-02 06:30:00,0.092,0.0435001,0.191,2.825,90.96
2019-10-02 06:45:00,0.093,0.061518283,0.237,2.55,89.48
2019-10-02 07:00:00,0.118,0.047764646,0.267,2.8,89.73
2019-10-02 07:15:00,0.131,0.054083857,0.289,3.0,89.93
2019-10-02 07:30:00,0.104,0.064824126,0.37,3.175,86.965
2019-10-02 07:45:00,0.112,0.100029669,0.361,3.35,84.0
2019-10-02 08:00:00,0.134,0.059542623,0.378,3.6,84.25
2019-10-02 08:15:00,0.107,0.094078238,0.407,3.8,84.45
2019-10-02 08:30:00,0.105,0.070085749,0.447,4.025,79.595
2019-10-02 08:45:00,0.116,0.094637557,0.422,4.25,74.74
2019-10-02 09:00:00,0.153,0.073053102,0.436,4.5,74.99
2019-10-02 09:15:00,0.151,0.098693909,0.479,4.7,75.19
2019-10-02 09:30:00,0.112,0.080323809,0.505,4.775,72.405
2019-10-02 09:45:00,0.11,0.101408201,0.52,4.85,69.62
2019-10-02 10:00:00,0.142,0.073071411,0.559,5.1,69.87
2019-10-02 10:15:00,0.147,0.086075029,0.582,5.3,70.07
2019-10-02 10:30:00,0.111,0.10112921,0.626,5.425,68.62
2019-10-02 10:45:00,0.108,0.057017734,0.66,5.55,67.17
2019-10-02 11:00:00,0.116,0.075889379,0.671,5.8,67.42
2019-10-02 11:15:00,0.107,0.085075982,0.615,6.0,67.62
2019-10-02 11:30:00,0.131,0.079612416,0.645,6.075,66.755
2019-10-02 11:45:00,0.097,0.049227726,0.612,6.15,65.89
2019-10-02 12:00:00,0.107,0.089305472,0.6,6.4,66.14
2019-10-02 12:15:00,0.131,0.088947403,0.593,6.6,66.34
2019-10-02 12:30:00,0.145,0.072083993,0.594,6.475,65.835
2019-10-02 12:45:00,0.134,0.092101482,0.579,6.35,65.33
2019-10-02 13:00:00,0.111,0.085078664,0.523,6.6,65.58
2019-10-02 13:15:00,0.144,0.060864878,0.482,6.8,65.78
2019-10-02 13:30:00,0.143,0.08848263,0.494,6.525,65.85
2019-10-02 13:45:00,0.104,0.071106872,0.432,6.25,65.92
2019-10-02 14:00:00,0.098,0.10792848,0.437,6.5,66.17
2019-10-02 14:15:00,0.149,0.078329051,0.358,6.7,66.37
2019-10-02 14:30:00,0.119,0.067880523,0.322,6.175,67.08
2019-10-02 14:45:00,0.137,0.097783505,0.307,5.65,67.79
2019-10-02 15:00:00,0.129,0.084028975,0.231,5.9,68.04
2019-10-02 15:15:00,0.118,0.076913075,0.207,6.1,68.24
2019-10-02 15:30:00,0.139,0.073622909,0.177,5.375,70.845
2019-10-02 15:45:00,0.128,0.081548443,0.154,4.65,73.45
2019-10-02 16:00:00,0.14,0.059225841,0.092,4.9,73.7
2019-10-02 16:15:00,0.149,0.08393534,0.12,5.1,73.9
2019-10-02 16:30:00,0.139,0.101879774,0.082,4.475,77.73
2019-10-02 16:45:00,0.141,0.099440422,0.062,3.85,81.56
2019-10-02 17:00:00,0.108,0.082863377,0.059,4.1,81.81
2019-10-02 17:15:00,0.115,0.081479835,0.054,4.3,82.01
2019-10-02 17:30:00,0.112,0.107709708,0.045,3.725,83.235
2019-10-02 17:45:00,0.106,0.080660216,0.006,3.15,84.46
2019-10-02 18:00:00,0.122,0.09889168,0.027,3.4,84.71
2019-10-02 18:15:00,0.094,0.106984655,0.036,3.6,84.91
2019-10-02 18:30:00,0.106,0.117148116,0.042,3.175,85.535
2019-10-02 18:45:00,0.101,0.122076168,0.036,2.75,86.16
2019-10-02 19:00:00,0.077,0.111829382,0.038,3.0,86.41
2019-10-02 19:15:00,0.093,0.104152674,0.008,3.2,86.61
2019-10-02 19:30:00,0.103,0.086300037,0.047,2.875,87.46
2019-10-02 19:45:00,0.119,0.088752613,0.021,2.55,88.31
2019-10-02 20:00:00,0.113,0.094143171,0.02,2.8,88.56
2019-10-02 20:15:00,0.096,0.070421147,0.01,3.0,88.76
2019-10-02 20:30:00,0.121,0.108224642,0.0,2.775,89.77
2019-10-02 20:45:00,0.103,0.094445002,0.011,2.55,90.78
2019-10-02 21:00:00,0.085,0.102084669,0.02,2.8,91.03
2019-10-02 21:15:00,0.111,0.072796815,0.01,3.0,91.23
2019-10-02 21:30:00,0.066,0.061273754,0.016,2.775,92.09
2019-10-02 21:45:00,0.073,0.042136333,0.0,2.55,92.95
2019-10-02 22:00:00,0.069,0.083663328,0.012,2.8,93.2
2019-10-02 22:15:00,0.063,0.076756397,0.008,3.0,93.4
2019-10-02 22:30:00,0.098,0.075809666,0.044,2.925,93.505
2019-10-02 22:45:00,0.101,0.051603453,0.023,2.85,93.61
2019-10-02 23:00:00,0.07,0.073474972,0.0,3.1,93.86
2019-10-02 23:15:00,0.081,0.076836887,0.014,3.3,94.06
2019-10-02 23:30:00,0.095,0.048720918,0.03,3.225,93.705
2019-10-02 23:45:00,0.078,0.069060028,0.0,3.15,93.35
2019-10-03 00:00:00,0.099,0.066087158,0.02,3.4,93.6
2019-10-03 00:15:00,0.095,0.044105402,0.027,3.6,93.8
2019-10-03 00:30:00,0.111,0.079467987,0.007,3.275,93.46
2019-10-03 00:45:00,0.071,0.046349662,0.027,2.95,93.12
2019-10-03 01:00:00,0.106,0.052706124,0.016,3.2,93.37
2019-10-03 01:15:00,0.07,0.05581889,0.0,3.4,93.57
2019-10-03 01:30:00,0.098,0.057597957,0.038,3.075,93.245
2019-10-03 01:45:00,0.07,0.039359143,0.038,2.75,92.92
2019-10-03 02:00:00,0.108,0.066078217,0.009,3.0,93.17
2019-10-03 02:15:00,0.104,0.051879573,0.041,3.2,93.37
2019-10-03 02:30:00,0.057,0.041834131,0.007,2.975,93.085
2019-10-03 02:45:00,0.111,0.062190647,0.046,2.75,92.8
2019-10-03 03:00:00,0.074,0.059444073,0.005,3.0,93.05
2019-10-03 03:15:00,0.108,0.056981062,0.0,3.2,93.25
2019-10-03 03:30:00,0.094,0.053211112,0.031,3.075,93.33
2019-10-03 03:45:00,0.108,0.07078303,0.008,2.95,93.41
2019-10-03 04:00:00,0.121,0.034483619,0.047,3.2,93.66
2019-10-03 04:15:00,0.097,0.036896749,0.037,3.4,93.86
2019-10-03 04:30:00,0.126,0.041267201,0.0,3.275,93.96
2019-10-03 04:45:00,0.115,0.065749473,0.0,3.15,94.06
2019-10-03 05:00:00,0.093,0.070208644,0.044,3.4,94.31
2019-10-03 05:15:00,0.13,0.048795845,0.082,3.6,94.51
2019-10-03 05:30:00,0.1,0.069239337,0.057,3.325,93.985
2019-10-03 05:45:00,0.116,0.041401618,0.118,3.05,93.46
2019-10-03 06:00:00,0.115,0.044567013,0.184,3.3,93.71
2019-10-03 06:15:00,0.125,0.050437416,0.237,3.5,93.91
2019-10-03 06:30:00,0.115,0.066890504,0.268,3.375,91.895
2019-10-03 06:45:00,0.151,0.075818598,0.304,3.25,89.88
2019-10-03 07:00:00,0.145,0.048718187,0.434,3.5,90.13
2019-10-03 07:15:00,0.12,0.072216482,0.491,3.7,90.33
2019-10-03 07:30:00,0.134,0.092104593,0.577,3.925,87.17
2019-10-03 07:45:00,0.12,0.086468674,0.7,4.15,84.01
2019-10-03 08:00:00,0.098,0.07490779,0.706,4.4,84.26
2019-10-03 08:15:00,0.118,0.077740508,0.722,4.6,84.46
2019-10-03 08:30:00,0.132,0.091061302,0.743,4.625,80.28
2019-10-03 08:45:00,0.103,0.086877437,0.755,4.65,76.1
2019-10-03 09:00:00,0.119,0.08314497,0.789,4.9,76.35
2019-10-03 09:15:00,0.105,0.068506825,0.804,5.1,76.55
2019-10-03 09:30:00,0.121,0.072131457,0.861,4.975,73.6
2019-10-03 09:45:00,0.098,0.06616926,0.878,4.85,70.65
2019-10-03 10:00:00,0.123,0.064306726,0.859,5.1,70.9
2019-10-03 10:15:00,0.107,0.061477122,0.847,5.3,71.1
2019-10-03 10:30:00,0.11,0.085323847,0.889,4.875,70.4
2019-10-03 10:45:00,0.132,0.078567378,0.873,4.45,69.7
2019-10-03 11:00:00,0.102,0.071100382,0.855,4.7,69.95
2019-10-03 11:15:00,0.112,0.050502054,0.792,4.9,70.15
2019-10-03 11:30:00,0.097,0.090647399,0.749,4.425,69.965
2019-10-03 11:45:00,0.148,0.053773217,0.724,3.95,69.78
2019-10-03 12:00:00,0.127,0.06188042,0.694,4.2,70.03
2019-10-03 12:15:00,0.144,0.078229117,0.696,4.4,70.23
2019-10-03 12:30:00,0.134,0.078696331,0.693,4.375,70.505
2019-10-03 12:45:00,0.14,0.064206817,0.685,4.35,70.78
2019-10-03 13:00:00,0.118,0.087230542,0.632,4.6,71.03
2019-10-03 13:15:00,0.099,0.064346244,0.638,4.8,71.23
2019-10-03 13:30:00,0.118,0.083954843,0.593,4.675,71.7
2019-10-03 13:45:00,0.112,0.078707603,0.55,4.55,72.17
2019-10-03 14:00:00,0.111,0.089295854,0.524,4.8,72.42
2019-10-03 14:15:00,0.127,0.094932268,0.46,5.0,72.62
2019-10-03 14:30:00,0.102,0.086726535,0.436,4.675,73.695
2019-10-03 14:45:00,0.116,0.067552071,0.392,4.35,74.77
2019-10-03 15:00:00,0.129,0.065882389,0.316,4.6,75.02
2019-10-03 15:15:00,0.134,0.072377281,0.306,4.8,75.22
2019-10-03 15:30:00,0.115,0.06694261,0.244,4.225,76.445
2019-10-03 15:45:00,0.103,0.073064849,0.202,3.65,77.67
2019-10-03 16:00:00,0.122,0.081695763,0.161,3.9,77.92
2019-10-03 16:15:00,0.096,0.103653877,0.134,4.1,78.12
2019-10-03 16:30:00,0.129,0.103050532,0.134,3.575,79.445
2019-10-03 16:45:00,0.147,0.072248549,0.065,3.05,80.77
2019-10-03 17:00:00,0.099,0.074605851,0.047,3.3,81.02
2019-10-03 17:15:00,0.129,0.060745502,0.038,3.5,81.22
2019-10-03 17:30:00,0.111,0.07711638,0.054,3.125,82.835
2019-10-03 17:45:00,0.145,0.083459216,0.04,2.75,84.45
2019-10-03 18:00:00,0.113,0.071183702,0.03,3.0,84.7
2019-10-03 18:15:00,0.122,0.059120165,0.026,3.2,84.9
2019-10-03 18:30:00,0.118,0.081111855,0.032,2.925,85.87
2019-10-03 18:45:00,0.135,0.08181574,0.013,2.65,86.84
2019-10-03 19:00:00,0.098,0.072718837,0.036,2.9,87.09
2019-10-03 19:15:00,0.091,0.080847534,0.017,3.1,87.29
2019-10-03 19:30:00,0.078,0.073689471,0.005,2.825,87.67
2019-10-03 19:45:00,0.11,0.091086536,0.017,2.55,88.05
2019-10-03 20:00:00,0.075,0.103745803,0.024,2.8,88.3
2019-10-03 20:15:00,0.125,0.077782299,0.027,3.0,88.5
2019-10-03 20:30:00,0.114,0.072609938,0.0,2.675,88.645
2019-10-03 20:45:00,0.121,0.086059716,0.049,2.35,88.79
2019-10-03 21:00:00,0.067,0.096494816,0.016,2.6,89.04
2019-10-03 21:15:00,0.092,0.056686828,0.003,2.8,89.24
2019-10-03 21:30:00,0.069,0.081001434,0.008,2.525,89.425
2019-10-03 21:45:00,0.075,0.061576224,0.011,2.25,89.61
2019-10-03 22:00:00,0.087,0.086126415,0.043,2.5,89.86
2019-10-03 22:15:00,0.098,0.055051555,0.041,2.7,90.06
2019-10-03 22:30:00,0.061,0.082145791,0.038,2.525,90.97
2019-10-03 22:45:00,0.104,0.076950244,0.017,2.35,91.88
2019-10-03 23:00:00,0.065,0.071653861,0.016,2.6,92.13
2019-10-03 23:15:00,0.08,0.053740705,0.032,2.8,92.33
2019-10-03 23:30:00,0.105,0.057404153,0.041,2.675,92.83
2019-10-03 23:45:00,0.101,0.053993826,0.021,2.55,93.33
2019-10-04 00:00:00,0.097,0.084642636,0.013,2.8,93.58
2019-10-04 00:15:00,0.059,0.077875178,0.044,3.0,93.78
2019-10-04 00:30:00,0.091,0.046345041,0.0,2.725,93.955
2019-10-04 00:45:00,0.079,0.065401063,0.037,2.45,94.13
2019-10-04 01:00:00,0.068,0.071636936,0.042,2.7,94.38
2019-10-04 01:15:00,0.085,0.074820004,0.031,2.9,94.58
2019-10-04 01:30:00,0.07,0.074921426,0.0,2.575,94.54
2019-10-04 01:45:00,0.102,0.068553305,0.048,2.25,94.5
2019-10-04 02:00:00,0.093,0.045110745,0.043,2.5,94.75
2019-10-04 02:15:00,0.07,0.061161425,0.038,2.7,94.95
2019-10-04 02:30:00,0.063,0.039216275,0.028,2.425,95.14
2019-10-04 02:45:00,0.063,0.071312622,0.005,2.15,95.33
2019-10-04 03:00:00,0.093,0.046163424,0.03,2.4,95.58
